x,y
-2.8233018,18.687372
-7.220578,20.065407
12.472603,1.2237672
27.534372,-0.58599955
-1.6982468,8.24719
20.961634,-7.67562
-5.6031423,26.60471
3.8376708,32.484444
7.7079263,-2.0275795
9.4139385,-2.0629232
12.177331,0.515231
3.9164848,31.61581
-5.260033,26.423458
21.823149,-7.505928
9.469624,-0.13467014
-1.118132,7.7299967
20.208017,0.5919586
-3.2980025,20.25453
-2.9260528,18.775227
-3.2901285,18.88108
3.5411367,34.07679
-1.0068339,18.353167
27.81588,0.15349922
-1.0156457,18.379951
3.5562024,34.14485
-2.9806905,20.240883
10.150776,1.2833045
3.846442,33.8229
12.530368,1.192696
-1.0790906,18.319277
4.000422,34.312828
12.170437,1.3802193
20.288597,0.6020745
-8.948345,20.701387
12.163412,0.99961686
4.3025765,34.34184
3.6681352,34.15266
3.8680954,32.41637
28.772942,0.27123326
-0.6528654,8.103571
-7.195554,20.00519
-0.67829907,7.6907315
-0.545469,8.027097
-3.691173,17.510168
6.885167,-1.0907295
3.8856723,31.879833
11.455865,-0.45519546
3.7872882,33.89767
7.216654,-0.7609068
3.8857737,32.30599
29.074242,0.6611628
7.2544584,-0.5994255
3.7206528,33.975792
20.97462,-7.634049
-2.4518702,18.218702
12.152069,-0.0876976
-7.228816,20.032703
-1.0700644,18.56883
4.2679906,34.39302
3.890421,32.45958
-5.0817127,26.247105
20.869856,-7.716301
12.20321,-0.030233901
12.217537,-0.04021117
12.248554,-0.039899904
9.483618,-2.037789
-5.4406977,26.60085
13.194082,1.2930838
3.7516763,34.176376
3.9037695,32.31415
-0.9661852,18.431221
8.14546,-1.1993427
-4.5970917,18.209652
3.9266486,31.823484
-1.7316359,8.221919
29.020058,0.7758654
-5.4449754,26.640358
3.730611,33.803413
-3.342813,20.557608
-1.515991,8.228746
28.927431,0.54447067
-1.426019,7.6412625
21.079418,-8.199807
6.657505,-1.111686
-1.1323243,8.210334
3.719626,34.037506
27.744097,-0.0066323867
11.486573,-0.43590418
10.5521555,1.261226
12.19184,1.3724703
-1.0373067,7.7787557
10.413163,1.2769859
12.103745,0.8924941
3.7667308,33.910816
18.067598,-0.02083524
-5.287261,23.180775
-1.7229204,16.866325
28.978374,0.70639396
-0.6940198,8.093743
-1.7521626,16.72867
28.403826,-0.33241984
11.550435,1.469453
-1.64035,16.944397
18.06231,-0.026026621
-0.95396584,7.974746
-0.89486784,7.976951
20.306097,0.6097003
-3.521324,20.223063
-0.73564726,7.9672346
21.218582,-8.628455
6.880871,-1.1677288
9.345016,-1.9356874
-3.631408,17.228983
9.428543,-1.9864601
12.11639,1.3790216
7.7075872,-1.6439654
13.256675,1.25801
14.625288,0.6934009
11.393283,-0.41482994
4.2807717,34.38327
-0.9933692,18.365717
9.482633,-0.14847538
3.8087656,33.865635
29.011166,0.6780676
11.323396,1.4419473
11.490326,1.4873614
-2.9404106,18.938185
8.111825,-1.2029306
-5.3256063,26.070711
10.859448,1.2039825
10.315112,1.3796372
3.8407273,32.46949
3.7065175,34.05157
-1.2290902,17.877775
12.891449,1.2580365
28.450045,0.85100406
-2.7005825,20.53252
18.128622,0.10981656
11.301035,1.4314709
20.047825,0.30905968
-5.6189,26.54341
8.021995,-1.3863568
-5.3268948,26.487099
28.852737,0.4254897
-1.0706689,8.079805
-3.5351508,18.322601
17.045067,1.0825846
11.103398,1.280252
7.049333,-0.71349406
28.292095,-0.5078287
-4.4926248,18.263283
17.87148,0.2844363
-0.9803209,18.486835
-2.3937287,18.244987
3.653181,34.13007
4.385728,34.309258
-2.9159405,20.581877
-3.1035688,20.569138
-3.128915,20.534859
3.6284919,33.99967
14.634908,0.7015801
13.348454,1.3400531
21.295654,-8.831864
-3.1124387,20.56469
12.124273,1.3412796
3.8895626,32.398808
13.23925,1.2620877
13.48498,1.4850483
17.054182,1.0026429
21.278656,-8.819147
-1.5796807,8.015949
-1.0536033,7.0431185
-3.9597182,18.362814
-1.2622955,18.576683
-3.2017534,20.829582
18.930826,0.3015995
-3.2202854,20.529238
-5.4939613,26.63483
-2.8493135,20.529657
3.610966,34.191555
-2.8576639,20.53424
16.854511,1.8942481
-4.5777845,18.20102
-4.6559825,18.243189
27.979504,-0.7040941
-3.262409,20.2732
-3.1163592,20.24133
-0.92736304,18.435442
-0.94218147,18.405935
-1.3234227,18.393047
-2.961992,18.584393
3.5918105,34.108593
20.324451,0.5748315
6.728083,-0.97674364
28.00743,-0.6134825
21.855116,-7.43779
13.478582,1.502162
16.743713,1.7079707
17.06776,2.1200109
20.855474,-7.607292
-1.4453378,17.350088
-0.49410012,7.847612
-0.5341977,7.943398
-0.86835593,7.891244
-1.1695709,8.191596
3.8832128,31.871084
3.551388,34.117577
28.887856,0.765536
-8.928435,20.678106
-4.1576247,18.362135
-3.4694333,18.34073
-4.629533,18.272076
-7.2057242,20.01375
-8.944611,20.654242
7.7121887,-2.0936947
28.906029,0.51223975
28.355795,-0.37818027
28.330956,-0.38053596
-7.1038084,19.95226
-8.67724,20.460995
-1.4339792,17.376179
3.655568,34.146046
3.7183843,34.24613
3.749451,32.98868
-0.9658029,18.446434
-2.848492,18.77237
-5.522253,26.494608
-3.1416001,18.367847
-1.0102276,18.490139
18.627028,0.45104623
8.859307,-1.8625787
13.307993,1.3107103
-1.2263604,18.528944
28.431087,0.31400886
28.967657,0.81767684
3.5990474,34.16701
3.8842332,32.160572
3.7739952,33.268898
-3.1330242,19.37813
-2.080678,18.396988
-7.2320313,20.038681
-1.324278,17.726109
-5.20292,23.083298
-5.15433,26.341394
21.049711,-7.895977
9.766682,0.084248036
3.9416628,32.0439
7.5941625,-2.0618734
-1.308172,8.119798
-0.9430259,8.003663
13.453241,1.456152
27.961803,-0.68284523
-5.360871,23.320723
-5.287778,26.518997
3.68898,33.4967
-3.5925276,17.28051
-3.1459801,20.362886
28.06519,-0.71286124
9.500748,-0.1865445
-1.0064113,7.938277
3.9049327,31.997076
6.721242,-0.9963437
6.7241926,-0.9753575
10.597901,0.66456157
8.136943,-1.2447222
6.5614495,-1.1515878
21.23847,-8.885678
-5.137801,26.31671
-3.303478,20.38864
9.462805,-2.0466566
-0.9398201,18.450134
-0.945386,18.376982
10.138578,1.1931069
11.373126,1.4361598
-5.4404817,26.650173
6.7481,-0.9339883
8.019912,-1.8155656
-8.938071,20.660538
7.331985,-0.09888511
-5.4216466,26.59301
3.961263,31.9647
-5.252234,23.122206
20.440277,-7.7581134
-1.6772972,8.137305
28.682463,0.7380403
21.16318,-8.5275545
-3.141071,20.825296
-0.8553903,18.393566
-0.6019755,8.091518
-0.9561835,18.467932
10.159295,1.2593046
-3.1946921,20.572224
-3.2050583,20.58151
-2.782319,20.374737
3.8804672,32.248764
20.349993,-7.752865
21.010433,-7.860204
21.049477,-7.85672
21.268518,-8.861952
28.934868,0.41712427
-1.2664865,7.613691
-4.596915,18.205385
-0.90115416,8.375245
-3.6379833,17.219835
-1.7406665,16.72909
-1.127915,8.191396
-1.2463185,7.9338903
9.410581,-1.9184413
-3.9688027,18.362463
3.657446,34.13153
21.053152,-7.953782
-0.5281791,7.899702
-0.5454481,8.181748
-0.99202096,8.244237
-1.1455169,8.04062
-0.9172735,7.9581623
-0.9694638,7.919043
-1.0732387,7.9044423
-0.86940414,7.8429575
9.609354,-0.09058886
-1.121109,18.441126
-0.8890332,7.8597345
12.184319,1.3663307
-0.9220541,8.044803
-2.4056184,18.242884
-1.0519117,7.0308633
-3.2874916,20.647757
3.775407,33.912056
21.801033,-7.4393864
21.564634,-7.451171
3.6151946,34.1976
-1.104022,7.0971155
-1.0732428,7.0385637
-1.0604657,7.041777
-3.1050138,20.788334
-3.476791,20.36289
-0.86963826,7.8663583
-1.4356942,7.576783
3.9485278,34.31394
-1.4337211,7.55842
-5.4027743,26.582926
18.970236,0.21245968
16.948961,1.7924985
-3.121007,18.331457
3.6170006,34.14175
-1.0234092,8.265979
-1.3626773,7.8530207
-1.4511174,7.8894773
-1.4902413,8.182942
18.816965,0.39128122
7.302429,-0.952328
-1.1798676,7.916418
-1.0476867,7.812326
-1.0942948,18.536863
21.831087,-7.4193654
-7.240173,20.040195
-3.619798,17.276688
-1.3661723,7.6534586
-1.5832475,8.336318
-0.9891224,8.321166
-1.4977926,7.5759335
-1.3109134,18.462608
7.6393514,-1.9894574
-1.0159177,18.478899
-1.5043125,7.7141266
-1.2997084,7.404358
-1.5013003,7.7240624
-3.4549217,20.480526
28.997349,0.4975701
-0.8635483,7.8571315
-0.82073885,7.4891944
9.2289095,0.15279509
-0.92757493,8.014859
-1.6705228,8.286469
20.445204,-7.765769
20.288404,0.56615907
-0.7703624,18.472075
17.077465,2.1323786
21.290356,-8.797141
15.2991905,0.7870396
-3.3813143,20.489643
-1.3467588,7.866786
-1.5505631,7.7850947
-1.4360821,7.8780107
-1.3827218,7.95511
-1.0581567,7.8309803
-3.234679,19.567621
6.797957,-0.9614076
6.9565067,-0.87386584
28.065435,-0.33878303
-1.3405809,7.662378
28.462784,-0.24776727
20.75825,-8.135084
-5.2690053,23.52789
9.477739,0.30871034
3.5477757,34.06178
3.9583776,31.974516
-0.8593623,7.254277
-3.2880073,20.614683
-1.5811003,8.188981
15.043255,0.9881785
21.102243,-8.276824
13.225202,1.2670777
28.253172,-0.45557854
-2.940916,18.80697
21.19555,-8.55333
-8.850841,20.598633
-2.4215243,18.233194
-1.3874382,7.665957
-3.5290186,18.34872
16.957502,1.848786
-1.487044,8.085657
-1.0435954,8.299636
20.651112,-7.846368
-0.94556224,8.118302
-8.767452,20.51206
7.328509,-0.063072674
-5.1449165,26.275043
-5.1383324,26.27357
17.069818,1.7468209
7.5799828,-2.092202
9.481005,-1.9852961
9.45598,-2.020377
9.541561,0.28820354
28.230377,-0.46570197
-1.5837076,17.010693
-3.61718,17.249483
19.100765,0.13153003
-0.5612253,8.1255865
3.6999648,34.176857
-5.145226,26.288143
21.122772,-8.292927
3.9830558,33.891254
-0.85109633,18.427767
16.922598,1.8097079
3.6276178,34.183746
12.855871,1.3423715
-8.861336,20.601486
20.95175,-7.6768336
3.7051444,33.981766
28.282812,-0.46132317
9.611499,0.40900496
7.635933,-0.42419547
-1.1206676,7.9538193
3.8871977,31.816278
20.975126,-7.643103
-0.52015805,8.062086
7.7401814,-1.6368283
-3.3536358,20.416607
9.17164,0.18725543
20.036285,0.300983
16.971048,1.8610443
-1.6280429,8.256447
20.048431,0.3126468
13.332205,1.3465445
27.995422,-0.66491735
13.268291,1.2335002
-1.5367597,8.334609
-1.4518734,8.291925
-1.4225705,8.338646
17.006302,1.6874905
28.871775,0.77852637
8.845469,-2.3537645
-1.114738,8.384382
-1.0683776,7.9938602
13.215652,1.2533367
-0.88423645,18.497396
-1.4087178,8.128745
18.180887,0.14112842
20.90579,-7.732049
21.262772,-8.787391
28.32825,0.7737047
19.95334,0.2671712
-1.2001162,7.9120774
7.8410115,-1.5480114
28.90055,0.7942897
-8.873363,20.61711
29.081358,0.64471614
15.345188,0.77558255
-2.696291,18.205864
-3.4222822,20.588467
-0.9383656,18.097464
16.916437,1.821762
16.974264,2.0495818
20.977287,-7.7412515
28.233746,-0.42941117
12.1719475,-0.08409905
12.163689,-0.10176388
12.194097,-0.04242641
12.167494,-0.08427318
12.240511,-0.09029008
-0.7460626,18.231712
3.547294,34.12293
3.7514594,34.281483
3.6985972,34.166214
3.7990518,32.536472
16.973166,2.073964
17.005413,1.9282622
-3.3782377,17.635983
-1.0362436,8.160664
-1.5204676,7.8248773
-0.88426787,18.229218
16.986473,1.9526744
16.839235,1.6275734
16.711542,1.8098657
9.237589,-2.220512
11.946735,1.5599158
7.18239,-0.75338346
16.79708,1.808628
11.395523,1.4726624
11.434382,1.5179694
18.044548,-0.023600899
3.6110208,34.091743
20.078999,0.3755026
7.3262706,-0.11729264
7.188163,-0.57797813
7.060115,-0.72996646
-5.3719997,23.308062
-3.4474728,20.439577
-5.39551,26.527628
6.5357585,-1.1741519
9.62472,-0.04484407
-0.9820856,7.7677755
-3.406737,20.460197
21.214836,-8.610046
-3.2000895,18.359375
-3.4444687,20.373741
9.576761,-0.12489497
4.367915,34.37111
-3.3300977,20.525032
28.922377,0.51631093
-1.449811,7.921955
28.478592,-0.2251483
-3.2479072,19.611341
9.178805,-2.2754202
3.7361228,32.992638
3.5187316,34.274307
-2.3917878,18.215988
11.433121,-0.4858122
11.423461,1.5263392
-3.535115,18.339628
-3.3838918,20.41053
-5.238945,23.14754
4.2222824,34.38714
4.2422786,34.38032
4.250321,34.419632
7.7024536,-2.073159
8.923119,-2.3939042
20.946396,-7.645168
16.996916,1.7278321
13.23944,1.2715827
16.902454,1.7424651
-0.72191566,7.9991727
-3.3166106,20.015892
28.380865,0.33366317
11.426773,1.5254496
-0.7375177,7.889509
-1.0996976,7.8464694
18.480362,0.38453346
3.8425117,32.47767
17.043962,1.0553042
16.942324,1.8437823
11.354118,1.4429225
11.411581,1.547062
7.6869135,-2.0273373
11.1638565,1.2797333
28.980877,0.790195
-1.3965586,17.416153
9.720343,-0.013435412
20.878544,-7.6343617
21.100714,-8.212261
9.278262,-2.0582466
3.6201766,33.845947
3.7518644,33.894825
21.245447,-8.670385
10.416055,1.3372
21.28922,-8.803296
4.2560534,34.43216
-5.3931117,23.615864
8.84061,-1.7508852
13.1540785,1.2270527
4.200898,34.35502
21.275692,-8.797137
3.8260834,32.410484
4.330072,34.44405
28.879807,0.40420917
7.997219,-1.1467166
4.4469666,34.30938
9.585166,0.04231729
12.119134,1.4348927
12.058071,-0.15442994
11.46092,-0.45467496
11.853788,1.2898583
20.323702,-7.7383256
21.259096,-8.787809
21.116247,-8.286571
21.192007,-8.603943
20.953949,-7.6889467
-1.3581544,8.268327
20.998484,-7.723901
21.10902,-8.248171
21.004347,-7.6543684
21.07278,-7.7258687
21.071732,-7.757307
21.010715,-7.6523414
20.98496,-7.6692224
13.527582,1.5299044
21.052568,-7.5981426
3.5797007,33.84512
21.04687,-7.611534
9.523276,0.26721668
11.603287,1.4497305
13.511805,1.5147053
-3.3009448,20.085136
20.679678,-7.771661
-1.0786744,18.166048
-0.7980134,18.514446
-3.396403,20.556984
-7.1548276,19.96865
18.327211,0.021427928
-5.1315994,26.098312
11.507702,-0.4417061
28.455967,-0.20742765
-3.335003,20.20043
3.9268458,31.925474
-1.2640879,8.088227
-2.9255512,18.818586
12.099268,-0.1136694
7.118087,-0.7152913
-0.91096205,7.9775777
-0.8725228,18.540184
-5.5026627,23.584642
-5.56275,26.613365
-3.3350801,20.164248
20.079609,0.34553978
-3.498816,18.312954
-2.8981838,20.512081
16.87421,1.7788813
-0.8672863,18.457436
28.468273,-0.3343364
13.268184,1.2203504
6.5214524,-1.1741248
-5.2190166,26.368853
-7.2481055,20.060291
21.80014,-7.411865
20.81258,-7.797124
-3.4010515,20.531485
13.447544,1.4250568
21.261814,-7.349089
-5.5238614,23.655552
-5.3520956,26.523767
-5.411607,26.588194
-3.062047,20.242428
-5.436955,23.479118
3.5042648,33.950253
21.029161,-7.6714296
27.978386,-0.6169886
-0.58881307,8.025933
-5.5085416,23.619635
-2.8600779,20.531597
3.8394547,32.23316
16.80427,1.6758128
9.509,-0.15633653
-3.386822,20.420162
8.969494,-2.3792021
20.862177,-7.719367
21.753868,-7.286059
20.988155,-7.6660514
28.868547,0.5827264
28.920881,0.75708544
28.085653,-0.64491326
-1.5533055,17.027815
20.277853,0.59109765
11.586008,-0.38641804
20.331795,0.625832
17.04771,2.1714506
10.597187,0.66272545
10.612191,0.69927907
10.6120405,0.68917876
7.4702764,-0.8678466
11.092516,1.3432013
7.4282336,-0.732417
20.312248,0.6150976
20.326538,0.62989366
20.318281,0.61854255
7.415857,-0.9897456
9.448161,-2.0173516
9.182021,-1.975704
8.591075,-1.4081941
11.461368,1.5513555
11.495812,1.556676
-3.4696906,20.364595
7.6756973,-2.0288253
8.122156,-1.2221209
7.690209,-2.0739295
-0.75215393,7.8398743
3.80126,31.941767
-5.181364,23.045248
-5.224528,23.111868
21.303913,-8.863441
18.098488,0.12248414
12.181752,-0.06905504
12.080179,-0.100233965
28.219606,-0.5192026
12.786304,1.2744601
7.6480193,-2.0750678
7.940322,-1.6931827
15.300293,0.786944
21.343493,-8.913306
-8.70899,20.493795
-1.501571,17.262743
13.247954,1.2649305
21.849455,-7.465609
-3.3597746,20.428387
-5.241605,23.161936
8.894181,-2.4203644
8.918795,-2.3730211
7.6606617,-0.22555573
20.860027,-7.751536
7.4305654,-0.9635164
-3.5553765,20.630806
11.6334095,-0.3858074
-5.2524667,23.13284
-5.279076,23.183632
-5.362188,23.546926
15.328968,0.80991596
19.272243,0.24980378
11.513048,1.5576379
28.241608,-0.37010774
27.674347,0.032096002
3.9447188,33.846542
18.041819,-0.037074104
28.1949,-0.37118214
28.221355,-0.4744197
19.967552,0.23141576
-5.1770825,26.318365
-3.4521422,20.516184
-5.42815,26.598549
-3.3172631,20.594633
-0.90600884,7.8935423
-0.89869833,18.482635
-5.4854846,26.659136
-8.771545,20.548101
-8.720757,20.54475
-7.523555,20.141392
-7.2522182,20.017565
-8.757833,20.540071
9.867386,0.8277003
11.697938,-0.35264948
21.754747,-7.6715794
-5.142358,26.2743
-5.512709,23.607557
20.588285,-7.895414
-3.1913443,20.592426
-1.2388617,18.505816
-8.872517,20.60683
7.6318016,-0.16508085
-4.604251,18.241093
-4.5908546,18.236742
-8.888542,20.596073
-5.4020176,26.651482
-4.507696,18.271957
-4.5389237,18.264933
-8.877713,20.620316
-8.885404,20.71016
-8.943844,20.639442
-8.881451,20.623466
-8.924608,20.664684
-4.5317936,18.243456
-4.515843,18.198885
-7.3745704,20.112196
-4.597399,18.242966
-8.922127,20.647686
-4.583463,18.22853
-5.464337,26.617401
-8.900973,20.675684
-8.934812,20.682116
-1.0787935,7.0613785
-4.602378,18.212658
28.942953,0.677372
-5.5004153,26.598143
-8.892408,20.682817
-1.7535967,8.212549
11.746773,-0.32331893
-0.8700498,18.470577
-8.9765415,20.7116
-8.96584,20.687342
-5.3923836,26.561382
11.48079,1.6196611
7.7120175,-0.27832228
12.085261,-0.1504274
28.237146,-0.47199142
28.054161,-0.71269816
28.46575,-0.31011134
28.418856,-0.33342686
29.056826,0.7720315
28.903305,0.41852027
28.982323,0.64985996
29.008995,0.773513
-0.88600576,7.9939966
20.859613,-7.707377
11.534362,-0.44943905
-1.072859,8.328696
8.419036,-1.9598877
-3.6247532,20.24989
-5.1008973,26.247593
-3.623718,20.214296
3.606816,34.055656
18.010868,-0.062199462
6.8376584,-0.9315737
7.885089,-1.6181813
-0.5664838,8.178899
20.316254,0.6060647
9.705648,-0.009235885
8.934573,-2.3944104
-5.56992,26.236732
15.319544,0.78273743
-3.0895138,20.541613
-0.7860103,18.350788
16.838932,1.8758221
20.785297,-7.59597
16.84553,1.9127865
28.538301,0.8655381
28.426424,0.8351078
-0.8424558,18.523928
17.05424,1.7754942
17.138567,1.8065888
-3.593802,20.268805
18.04383,-0.03775666
9.627138,-0.052024633
27.5619,-0.6084093
28.07663,-0.7596598
20.176826,0.48341885
20.109636,0.4397721
21.114952,-8.3086
-3.2348084,18.31441
-3.5021408,20.403776
-3.5663302,17.286674
-1.5456955,7.561186
3.6252196,33.51832
-3.164906,19.344797
-3.331009,20.708992
3.5762563,33.98906
-1.3469305,7.757376
-3.1835046,19.35068
-3.2598748,18.834932
-3.185435,19.356758
3.786952,34.281525
13.346451,1.4581271
-3.315467,20.70686
-5.4571443,26.611414
3.6741893,33.558296
-8.772935,20.54788
-5.145207,26.290419
-5.509417,26.639248
-8.933347,20.623188
4.031173,34.32247
-5.422274,26.59202
3.6907551,34.159054
3.6241398,34.151962
3.709038,34.222416
-5.13528,26.287146
-2.8978174,20.273588
3.7991295,33.911415
28.224209,-0.49046892
-3.0091913,20.223776
3.5947433,34.264957
3.6781416,33.522663
-2.091586,18.427204
3.689618,34.14272
3.6087322,33.710484
-1.6357673,18.335333
-3.207239,20.683811
3.6312196,34.175385
-2.7657073,18.187616
3.5374482,34.07712
-5.119452,26.271296
3.548806,34.177685
-2.720717,18.20741
3.554658,34.267338
-3.273968,18.799665
3.5986438,34.151737
-1.0817134,6.999991
-1.0394343,7.043825
3.9048617,33.878586
-2.8807697,20.421417
-3.3950384,20.02391
-3.3903127,20.176325
-3.2629683,20.049856
3.548412,34.202393
-0.8566938,18.350143
8.547758,-1.8317202
28.501318,-0.09342658
3.7279172,33.015728
-1.3315326,17.713514
21.717552,-7.693369
-1.3044119,17.75596
7.511125,-1.1470352
-1.4819654,17.217653
14.627569,0.6963991
-1.2922058,17.692379
-1.7559996,16.723606
3.8862724,31.74111
3.914796,33.875656
3.909868,31.894358
-2.7731764,20.40285
-2.69997,20.503351
20.989653,-7.644159
-1.240056,8.029274
10.249723,1.3080126
-1.5784419,8.256869
21.018246,-7.6236053
10.754087,0.8152417
10.321684,1.2899766
3.722237,33.016308
3.7299843,33.092453
20.960747,-7.6283813
13.291841,1.2976668
13.212587,1.2560349
13.189156,1.2088344
3.9556334,31.760323
8.098635,-1.2070667
21.308891,-8.772989
3.6126895,34.003914
12.04727,1.4214089
20.095406,0.37076715
-0.9362465,8.377774
21.071194,-8.207632
-2.6862848,20.463346
21.283285,-8.856678
-1.5598611,17.043575
21.21549,-8.609897
-5.155165,26.314692
-1.5038482,17.19446
-1.6097504,16.97511
-1.8054011,16.67861
3.8799386,31.79088
3.887099,31.766775
-7.220578,20.034079
3.8701131,31.774698
-3.1925793,20.36285
4.336896,34.3299
3.9614694,31.898281
-1.3845482,17.424614
-1.1952277,18.246805
