x,y
-8.799867,20.889816
20.546366,-7.963613
3.923018,31.923084
-1.5847188,8.023313
-1.1269435,7.1089053
20.940748,-7.5978627
-3.22546,18.229279
3.9171634,31.946962
3.811113,31.626255
28.464895,-0.22718965
6.705768,-1.0124236
-7.0530205,19.899963
-1.495086,17.204172
3.8784533,31.78137
-3.1584415,20.568766
10.219771,1.2325553
-1.6550926,16.904211
3.6949732,34.301476
3.9213338,31.70791
3.8609731,32.453106
3.8196769,32.501747
-5.049966,26.16774
-1.0381279,18.229614
21.08093,-8.202889
7.6801615,-2.0145826
7.678414,-2.0732722
7.6598144,-2.0301087
-2.8717263,18.806717
-1.0937574,18.224329
17.052116,1.0411841
-3.2942898,20.360718
-3.3626962,20.53618
18.97257,0.2200924
28.720367,0.17855605
11.527846,-0.44533238
-3.6331542,17.229298
-1.0866195,18.150742
-1.1758629,18.145567
-1.5008938,17.332895
-1.0980856,18.324108
-1.2762469,18.22881
28.800003,0.43593615
-3.2490284,19.54257
-1.1260325,18.140257
-1.1970687,7.1524734
21.189178,-7.471112
18.191225,0.095952295
-5.459597,23.623194
3.599069,34.20968
-3.4273777,20.474667
3.507233,34.104397
21.305758,-8.879833
-2.7206354,20.359356
-3.1204975,18.331549
-1.055641,18.256725
-3.4641156,20.40236
-0.98243016,18.46724
-0.98810714,18.450695
-0.84857285,18.448534
-0.8847005,18.348091
-0.849741,18.421953
-3.4794118,20.480066
-3.1108549,18.30854
-2.4018316,18.22756
-2.4240046,18.228186
-3.3555899,20.546492
-2.415011,18.242325
-3.3610227,20.547354
-3.391194,20.562813
-3.0221045,20.270527
-3.4260418,20.511473
-3.370279,20.497782
-3.4027507,20.574968
-3.475924,20.52552
-0.94241565,7.883766
-3.2849371,20.404976
-1.1321468,18.085901
-3.4904761,20.497746
-3.4278433,20.441845
4.2724824,34.418888
-3.5259113,20.530731
-7.1853876,19.994553
-3.7005854,20.250277
-3.373358,20.562506
-0.87572545,18.410454
-0.8278962,18.568703
-1.006213,18.310608
-0.8220899,18.348751
-1.0702323,18.452677
-0.9279872,7.9765153
-0.79002106,18.408504
-0.7951827,18.433308
-5.485515,26.642437
-3.470574,20.2873
-5.4407206,26.63764
-0.8777824,8.069611
-2.8836734,18.686642
10.648312,0.65493286
-2.8862922,18.85197
-2.8483894,18.750732
9.422908,0.23390228
13.367173,1.344592
10.660912,0.73673636
13.465899,1.4811609
13.472558,1.4836562
16.87046,1.8471973
7.7014837,-2.0819426
-7.21974,20.02262
-7.190911,19.971594
-3.4788487,20.465265
-0.79894143,18.40656
-0.76718515,18.398
21.002604,-7.5916224
-7.2294545,20.027407
-0.85980195,18.450163
-2.8039253,18.75503
-1.1260289,18.08172
17.924137,0.0021275792
-3.649056,17.232855
