0	kingdom	phylum	class	order	family	genus	species	x	y	species_name
ncbi1026970	Metazoa	Chordata	Mammalia	Rodentia	Spalacidae	Nannospalax	Nannospalax galili	21.334854	29.191328	Nannospalax galili
ncbi1028729	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium pseudograminearum	7.340643	-0.02995294	Fusarium pseudograminearum
ncbi103372	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Acromyrmex	Acromyrmex echinatior	-10.801536	21.23104	Acromyrmex echinatior
ncbi1036611	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus versicolor	6.2042947	2.8542585	Aspergillus versicolor
ncbi1036612	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sydowii	6.157648	2.89596	Aspergillus sydowii
ncbi103695	Metazoa	Chordata	Lepidosauria	Squamata	Agamidae	Pogona	Pogona vitticeps	43.32909	23.990232	Pogona vitticeps
ncbi1037660	Fungi	Basidiomycota	Exobasidiomycetes	Georgefischeriales	Tilletiariaceae	Tilletiaria	Tilletiaria anomala	12.244696	3.02803	Tilletiaria anomala
ncbi103933	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus bifarius	-11.027192	20.99605	Bombus bifarius
ncbi103944	Metazoa	Chordata	Lepidosauria	Squamata	Viperidae	Protobothrops	Protobothrops mucrosquamatus	43.238922	24.096436	Protobothrops mucrosquamatus
ncbi1041015	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila rhopaloa	19.340738	30.7456	Drosophila rhopaloa
ncbi1041607	Fungi	Ascomycota	Saccharomycetes	Phaffomycetales	Wickerhamomycetaceae	Wickerhamomyces	Wickerhamomyces ciferrii	13.369333	3.376807	Wickerhamomyces ciferrii
ncbi1042133	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium musae	7.3471627	-0.115536414	Fusarium musae
ncbi1042311	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma asperellum	9.11653	2.2995808	Trichoderma asperellum
ncbi1043002	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans	6.881894	2.1186004	Aureobasidium pullulans
ncbi1043003	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium melanogenum	7.0414214	2.0103796	Aureobasidium melanogenum
ncbi1043004	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium namibiae	6.9804296	1.9471937	Aureobasidium namibiae
ncbi1043005	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium subglaciale	6.9761453	2.2405612	Aureobasidium subglaciale
ncbi104421	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Camponotus	Camponotus floridanus	-10.883427	20.205355	Camponotus floridanus
ncbi104688	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	Bactrocera	Bactrocera oleae	21.1621	29.371937	Bactrocera oleae
ncbi1047088	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Arvicola	Arvicola amphibius	21.459888	29.164585	Arvicola amphibius
ncbi105023	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Nothobranchiidae	Nothobranchius	Nothobranchius furzeri	44.14524	23.03908	Nothobranchius furzeri
ncbi1051616	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium nonalfalfae	7.0149016	-0.12396702	Verticillium nonalfalfae
ncbi105255	Metazoa	Chordata	Mammalia	Rodentia	Heteromyidae	Dipodomys	Dipodomys spectabilis	21.400328	29.232458	Dipodomys spectabilis
ncbi105785	Metazoa	Arthropoda	Insecta	Blattodea	Kalotermitidae	Cryptotermes	Cryptotermes secundus	-10.844904	20.18653	Cryptotermes secundus
ncbi105984	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum porosum	12.342665	3.115676	Apiotrichum porosum
ncbi106335	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	Hibiscus syriacus	-6.223031	4.3944855	Hibiscus syriacus
ncbi1064592	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma	Naumovozyma castellii	15.497679	5.5574093	Naumovozyma castellii
ncbi106582	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Maylandia	Maylandia zebra	43.853382	23.194626	Maylandia zebra
ncbi106734	Metazoa	Chordata		Testudines	Testudinidae	Chelonoidis	Chelonoidis abingdonii	21.705133	30.330996	Chelonoidis abingdonii
ncbi1069201	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus luchuensis	7.5313277	2.7477758	Aspergillus luchuensis
ncbi1069680	Fungi	Ascomycota	Pneumocystomycetes	Pneumocystales	Pneumocystaceae	Pneumocystis	Pneumocystis murina	15.540252	5.210782	Pneumocystis murina
ncbi1071378	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma	Naumovozyma dairenensis	15.532918	5.5657077	Naumovozyma dairenensis
ncbi1071380	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Henningerozyma	Henningerozyma blattae	15.476313	5.507505	Henningerozyma blattae
ncbi1071381	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Tetrapisispora	Tetrapisispora phaffii	15.405218	5.4969206	Tetrapisispora phaffii
ncbi1071382	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania africana	15.497957	5.5117245	Kazachstania africana
ncbi1071383	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Huiozyma	Huiozyma naganishii	15.463612	5.590527	Huiozyma naganishii
ncbi1072389	Fungi	Ascomycota	Leotiomycetes	Helotiales	Drepanopezizaceae	Drepanopeziza	Drepanopeziza brunnea	6.5987287	1.2870386	Drepanopeziza brunnea
ncbi1073089	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus wentii	6.209293	2.9736774	Aspergillus wentii
ncbi1073090	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicilliopsis	Penicilliopsis zonata	7.7230115	2.4640703	Penicilliopsis zonata
ncbi1076696		Evosea		Mastigamoebida	Entamoebidae	Entamoeba	Entamoeba nuttalli	30.23294	-1.3743124	Entamoeba nuttalli
ncbi1080233	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zasmidium	Zasmidium cellare	6.716891	2.1133506	Zasmidium cellare
ncbi1080349	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces eubayanus	14.748108	5.214228	Saccharomyces eubayanus
ncbi1081103	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium album	10.739732	2.4959555	Metarhizium album
ncbi1081104	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps fumosorosea	10.729248	2.4623606	Cordyceps fumosorosea
ncbi108875	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Herrania	Herrania umbratica	-6.380141	4.3964925	Herrania umbratica
ncbi108931	Metazoa	Arthropoda	Insecta	Hemiptera	Delphacidae	Nilaparvata	Nilaparvata lugens	-10.9768915	20.957567	Nilaparvata lugens
ncbi1089451	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium odoratissimum	7.3409014	-0.106221676	Fusarium odoratissimum
ncbi109264	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus bombycis	6.1208506	3.0876408	Aspergillus bombycis
ncbi109280	Metazoa	Chordata	Actinopteri	Syngnathiformes	Syngnathidae	Hippocampus	Hippocampus comes	43.877876	23.162365	Hippocampus comes
ncbi1093141			Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis	Nannochloropsis gaditana	42.82085	24.981392	Nannochloropsis gaditana
ncbi109376	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica oleracea	-5.132308	4.658115	Brassica oleracea
ncbi1093900	Fungi	Ascomycota	Sordariomycetes		Thyridiaceae	Thyridium	Thyridium curvatum	9.228525	2.0783553	Thyridium curvatum
ncbi1094192	Metazoa	Chordata	Aves	Passeriformes	Motacillidae	Motacilla	Motacilla alba	21.86825	30.889154	Motacilla alba
ncbi1094350	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Geosmithia	Geosmithia morbida	6.8884697	2.4984286	Geosmithia morbida
ncbi109461	Metazoa	Arthropoda	Arachnida	Mesostigmata	Varroidae	Varroa	Varroa destructor	12.172767	32.35753	Varroa destructor
ncbi109478	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis brandtii	21.40274	29.560009	Myotis brandtii
ncbi1095194	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum karsti	6.7513638	0.031647447	Colletotrichum karsti
ncbi1095630	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha bicolor	6.867533	1.5186756	Hyaloscypha bicolor
ncbi109905	Metazoa	Chordata	Actinopteri	Chaetodontiformes	Chaetodontidae	Chelmon	Chelmon rostratus	18.205288	30.492243	Chelmon rostratus
ncbi110193	Metazoa	Arthropoda	Insecta	Coleoptera	Silphidae	Nicrophorus	Nicrophorus vespilloides	-10.71882	19.801716	Nicrophorus vespilloides
ncbi110365		Apicomplexa	Conoidasida	Eugregarinorida	Gregarinidae	Gregarina	Gregarina niphandrodes	30.220943	-1.3559486	Gregarina niphandrodes
ncbi110368	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Bicyclus	Bicyclus anynana	17.33963	30.427711	Bicyclus anynana
ncbi111463	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hirsutella	Hirsutella rhossiliensis	10.692923	2.5644135	Hirsutella rhossiliensis
ncbi1116229	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	Glarea lozoyensis	6.5462265	1.3349826	Glarea lozoyensis
ncbi111838	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	Microtus oregoni	17.746174	30.316797	Microtus oregoni
ncbi1120755		Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium cynomolgi	30.208069	-3.6603813	Plasmodium cynomolgi
ncbi112090		Oomycota		Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces astaci	11.732911	32.755535	Aphanomyces astaci
ncbi112416	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Letharia	Letharia columbiana	11.337543	3.0406647	Letharia columbiana
ncbi112498	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	Ramularia collo-cygni	10.043197	3.025717	Ramularia collo-cygni
ncbi1130832	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides	12.17902	3.1128743	Rhodotorula toruloides
ncbi1133968		Apicomplexa	Aconoidasida	Piroplasmida	Babesiidae	Babesia	Babesia microti	30.13782	-3.6615891	Babesia microti
ncbi113540	Metazoa	Chordata	Actinopteri	Osteoglossiformes	Osteoglossidae	Scleropages	Scleropages formosus	43.979836	23.282581	Scleropages formosus
ncbi1136231	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida orthopsilosis	13.2260065	3.245066	Candida orthopsilosis
ncbi1141098	Fungi	Ascomycota	Sordariomycetes	Xylariales	Pseudomassariaceae	Pseudomassariella	Pseudomassariella vexata	6.7901106	0.12651786	Pseudomassariella vexata
ncbi114329	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Neopelma	Neopelma chrysocephalum	42.755844	24.747551	Neopelma chrysocephalum
ncbi114398	Metazoa	Arthropoda	Arachnida	Araneae	Theridiidae	Parasteatoda	Parasteatoda tepidariorum	12.271736	32.298367	Parasteatoda tepidariorum
ncbi115081	Metazoa	Arthropoda	Insecta	Hymenoptera	Halictidae	Megalopta	Megalopta genalis	-10.999156	20.050116	Megalopta genalis
ncbi1150837	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella exigua	6.3200865	1.220105	Didymella exigua
ncbi1156394		Oomycota		Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia diclina	13.350303	4.7660685	Saprolegnia diclina
ncbi1159321	Metazoa	Arthropoda	Insecta	Hymenoptera	Cynipidae	Belonocnema	Belonocnema treatae	-10.126095	20.338032	Belonocnema treatae
ncbi1159556	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Ustilaginoidea	Ustilaginoidea virens	9.274088	2.3776877	Ustilaginoidea virens
ncbi1160497	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus glaucus	6.849542	2.5964136	Aspergillus glaucus
ncbi116150	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pararge	Pararge aegeria	17.356508	30.215405	Pararge aegeria
ncbi116153	Metazoa	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida	21.471268	29.15408	Aethina tumida
ncbi116603	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus plorans	12.20415	1.5216194	Suillus plorans
ncbi1168221	Fungi	Ascomycota	Dothideomycetes			Coniosporium	Coniosporium apollinis	10.515786	3.0435083	Coniosporium apollinis
ncbi1168544	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Cucurbitaria	Cucurbitaria berberidis	6.3735743	1.2504587	Cucurbitaria berberidis
ncbi116960	Metazoa	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos	17.638597	30.49754	Ursus arctos
ncbi1170230	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium digitatum	6.903713	2.5754852	Penicillium digitatum
ncbi1174677	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella sextelata	6.4890184	1.7195656	Morchella sextelata
ncbi1176127	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Aplosporellaceae	Aplosporella	Aplosporella prunicola	6.403777	1.7964697	Aplosporella prunicola
ncbi1178016	Fungi	Microsporidia			Unikaryonidae	Encephalitozoon	Encephalitozoon romaleae	30.077724	-3.795888	Encephalitozoon romaleae
ncbi118141	Metazoa	Chordata	Actinopteri	Elopiformes	Megalopidae	Megalops	Megalops cyprinoides	19.517288	31.278402	Megalops cyprinoides
ncbi118200	Metazoa	Chordata	Aves	Piciformes	Picidae	Dryobates	Dryobates pubescens	43.134113	24.228476	Dryobates pubescens
ncbi1182541	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia coronata	10.575752	3.0532596	Capronia coronata
ncbi1182542	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia epimyces	10.742177	3.1033635	Capronia epimyces
ncbi1182543	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora psammophila	10.323141	3.080005	Cladophialophora psammophila
ncbi1182544	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora yegresii	10.203035	3.0124671	Cladophialophora yegresii
ncbi1182545	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala aquamarina	10.381021	3.081688	Exophiala aquamarina
ncbi1186058	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	Trichosporon asahii	12.300625	3.0549233	Trichosporon asahii
ncbi1187904	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria burnsii	6.3456817	1.2460977	Alternaria burnsii
ncbi118797	Metazoa	Chordata	Mammalia	Artiodactyla	Lipotidae	Lipotes	Lipotes vexillifer	21.58496	30.012554	Lipotes vexillifer
ncbi119488	Metazoa	Chordata	Actinopteri	Centrarchiformes	Sinipercidae	Siniperca	Siniperca chuatsi	17.283043	30.595348	Siniperca chuatsi
ncbi1196081	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces amestolkiae	7.2454953	2.2276278	Talaromyces amestolkiae
ncbi1196302	Metazoa	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus moneduloides	42.67926	24.813797	Corvus moneduloides
ncbi119953	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria atra	6.337121	1.2216349	Alternaria atra
ncbi120017	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago hordei	12.606034	4.503554	Ustilago hordei
ncbi1203425	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Notolabrus	Notolabrus celidotus	19.783674	30.988228	Notolabrus celidotus
ncbi120794	Metazoa	Chordata	Aves	Falconiformes	Falconidae	Falco	Falco rusticolus	21.667902	30.278524	Falco rusticolus
ncbi1209926	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum orchidophilum	6.763187	-0.016899794	Colletotrichum orchidophilum
ncbi1209932	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum scovillei	6.769898	0.022949202	Colletotrichum scovillei
ncbi121224	Metazoa	Arthropoda	Insecta	Phthiraptera	Pediculidae	Pediculus	Pediculus humanus	-10.816103	20.174929	Pediculus humanus
ncbi121530	Metazoa	Chordata	Aves	Musophagiformes	Musophagidae	Tauraco	Tauraco erythrolophus	44.05034	22.62987	Tauraco erythrolophus
ncbi1215731	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum aenigma	6.7028413	-0.0043742233	Colletotrichum aenigma
ncbi121627	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces rugulosus	7.188583	2.18716	Talaromyces rugulosus
ncbi121845	Metazoa	Arthropoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	10.949367	33.39258	Diaphorina citri
ncbi1220188	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tanneri	12.995921	4.5981526	Aspergillus tanneri
ncbi1220207	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus puulaauensis	6.206067	2.8110745	Aspergillus puulaauensis
ncbi1220924	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora europaea	10.206765	2.9932668	Cyphellophora europaea
ncbi122368	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	Cercospora beticola	6.720468	2.020994	Cercospora beticola
ncbi1227346	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium proliferatum	7.3535776	-0.11849998	Fusarium proliferatum
ncbi1229662	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis fici	6.768062	0.10209836	Pestalotiopsis fici
ncbi1230383	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia sympodialis	15.6999235	5.692261	Malassezia sympodialis
ncbi1230840	Metazoa	Chordata	Mammalia	Tubulidentata	Orycteropodidae	Orycteropus	Orycteropus afer	19.64412	30.110682	Orycteropus afer
ncbi1231522	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Candidozyma	Candidozyma duobushaemuli	13.386754	3.412304	Candidozyma duobushaemuli
ncbi1232801	Metazoa	Arthropoda	Thecostraca	Balanomorpha	Balanidae	Amphibalanus	Amphibalanus amphitrite	-10.618244	19.833574	Amphibalanus amphitrite
ncbi1234273	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Tachysurus	Tachysurus fulvidraco	43.687546	23.389551	Tachysurus fulvidraco
ncbi1237626		Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium inui	30.262598	-3.4540308	Plasmodium inui
ncbi1245769	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea lanzarotensis	15.5821	5.40638	Lachancea lanzarotensis
ncbi1250792	Metazoa	Chordata	Actinopteri	Atheriniformes	Melanotaeniidae	Melanotaenia	Melanotaenia boesemani	19.753046	30.893808	Melanotaenia boesemani
ncbi1257118		Discosea		Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba castellanii	-0.11761058	18.006948	Acanthamoeba castellanii
ncbi125878	Metazoa	Chordata	Amphibia	Anura	Dicroglossidae	Nanorana	Nanorana parkeri	43.04982	24.32606	Nanorana parkeri
ncbi125945	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila biarmipes	19.411137	32.65894	Drosophila biarmipes
ncbi1263415	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Endocarpon	Endocarpon pusillum	11.425901	3.0968158	Endocarpon pusillum
ncbi127582	Metazoa	Chordata	Mammalia	Sirenia	Trichechidae	Trichechus	Trichechus manatus	21.000639	29.387806	Trichechus manatus
ncbi1276141	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium brunneum	10.705366	2.4857385	Metarhizium brunneum
ncbi1277687	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma flocculosa	12.633653	4.4737487	Pseudozyma flocculosa
ncbi1279043	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora carrionii	10.231215	3.002533	Cladophialophora carrionii
ncbi1279085	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium fujikuroi	7.3588862	-0.10551522	Fusarium fujikuroi
ncbi1280837	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Brachybasidiaceae	Meira	Meira miltonrushii	12.707201	3.0353103	Meira miltonrushii
ncbi128390	Metazoa	Chordata	Aves	Pelecaniformes	Threskiornithidae	Nipponia	Nipponia nippon	43.04291	24.329496	Nipponia nippon
ncbi1286976	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium minimum	7.1859126	0.55796486	Phaeoacremonium minimum
ncbi129105	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila santomea	19.387724	32.75458	Drosophila santomea
ncbi1295528	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus wingfieldii	12.241902	3.1260395	Cryptococcus wingfieldii
ncbi1295533	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus amylolentus	12.354021	3.1133246	Cryptococcus amylolentus
ncbi12957	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Atta	Atta cephalotes	-10.845352	21.31649	Atta cephalotes
ncbi1296096	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella pini	12.328895	2.9901822	Kwoniella pini
ncbi1296100	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella bestiolae	12.268746	3.0090864	Kwoniella bestiolae
ncbi1296121	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella dejecticola	12.263906	3.012034	Kwoniella dejecticola
ncbi1296122	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella mangrovensis	12.264263	2.9801805	Kwoniella mangrovensis
ncbi12968			Bigyra	Opalinata	Blastocystidae	Blastocystis	Blastocystis hominis	30.10359	-1.607384	Blastocystis hominis
ncbi1299270	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia ichthyophaga	12.818539	3.1842775	Wallemia ichthyophaga
ncbi130081		Rhodophyta	Bangiophyceae	Galdieriales	Galdieriaceae	Galdieria	Galdieria sulphuraria	11.94226	32.53782	Galdieria sulphuraria
ncbi130453	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis	Arachis duranensis	-5.603644	4.7885823	Arachis duranensis
ncbi130454	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis	Arachis ipaensis	-5.64134	4.8187613	Arachis ipaensis
ncbi1305764	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma hubeiensis	12.586232	4.4897385	Pseudozyma hubeiensis
ncbi130825	Metazoa	Chordata	Mammalia	Lagomorpha	Ochotonidae	Ochotona	Ochotona curzoniae	19.3493	30.654078	Ochotona curzoniae
ncbi13146	Metazoa	Chordata	Aves	Psittaciformes	Psittaculidae	Melopsittacus	Melopsittacus undulatus	11.432237	33.752777	Melopsittacus undulatus
ncbi1314773	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Sodiomyces	Sodiomyces alkalinus	9.531392	2.099944	Sodiomyces alkalinus
ncbi1314785	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae	Laetiporus	Laetiporus sulphureus	12.094868	1.4799821	Laetiporus sulphureus
