0	kingdom	phylum	class	order	family	genus	species	subclass	superkingdom	x	y	species_name
ncbi10020	Metazoa	Chordata	Mammalia	Rodentia	Heteromyidae	Dipodomys	Dipodomys ordii		Eukaryota	-4.6409755	14.660417	Dipodomys ordii
ncbi10029	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Cricetulus	Cricetulus griseus		Eukaryota	-3.9038417	14.895953	Cricetulus griseus
ncbi1003335	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces marxianus		Eukaryota	0.39474335	1.5915312	Kluyveromyces marxianus
ncbi10036	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Mesocricetus	Mesocricetus auratus		Eukaryota	-3.8458376	14.958382	Mesocricetus auratus
ncbi10041	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Peromyscus	Peromyscus leucopus		Eukaryota	-3.284658	13.899021	Peromyscus leucopus
ncbi10047	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Meriones	Meriones unguiculatus		Eukaryota	-3.2821746	13.923948	Meriones unguiculatus
ncbi100784	Metazoa	Chordata	Aves	Gruiformes	Gruidae	Balearica	Balearica regulorum		Eukaryota	-8.3526945	7.4961863	Balearica regulorum
ncbi10089	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus caroli		Eukaryota	-3.3244538	13.958863	Mus caroli
ncbi10090	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus		Eukaryota	-3.2152958	13.866377	Mus musculus
ncbi10093	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus pahari		Eukaryota	-3.3058362	13.944089	Mus pahari
ncbi101020	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria	Fragaria vesca		Eukaryota	15.672416	10.9659	Fragaria vesca
ncbi10116	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Rattus	Rattus norvegicus		Eukaryota	-3.24999	13.956001	Rattus norvegicus
ncbi10117	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Rattus	Rattus rattus		Eukaryota	-3.3053632	13.970082	Rattus rattus
ncbi10141	Metazoa	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		Eukaryota	-2.2141633	13.344028	Cavia porcellus
ncbi10160	Metazoa	Chordata	Mammalia	Rodentia	Octodontidae	Octodon	Octodon degus		Eukaryota	-3.918601	14.860749	Octodon degus
ncbi10181	Metazoa	Chordata	Mammalia	Rodentia	Bathyergidae	Heterocephalus	Heterocephalus glaber		Eukaryota	-4.16187	14.647942	Heterocephalus glaber
ncbi102107	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus mume		Eukaryota	15.828635	10.964164	Prunus mume
ncbi102211	Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Benincasa	Benincasa hispida		Eukaryota	15.415611	11.071847	Benincasa hispida
ncbi10224	Metazoa	Hemichordata	Enteropneusta		Harrimaniidae	Saccoglossus	Saccoglossus kowalevskii		Eukaryota	2.8562734	5.4799705	Saccoglossus kowalevskii
ncbi10228	Metazoa	Placozoa	Uniplacotomia	Trichoplacea	Trichoplacidae	Trichoplax	Trichoplax adhaerens		Eukaryota	-1.5061115	3.41446	Trichoplax adhaerens
ncbi1026970	Metazoa	Chordata	Mammalia	Rodentia	Spalacidae	Nannospalax	Nannospalax galili		Eukaryota	-4.19182	14.681367	Nannospalax galili
ncbi1028729	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium pseudograminearum	Hypocreomycetidae	Eukaryota	8.400143	-6.574718	Fusarium pseudograminearum
ncbi103372	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Acromyrmex	Acromyrmex echinatior	Pterygota	Eukaryota	1.3258169	5.717754	Acromyrmex echinatior
ncbi1036611	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus versicolor	Eurotiomycetidae	Eukaryota	8.705855	-3.8809018	Aspergillus versicolor
ncbi1036612	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sydowii	Eurotiomycetidae	Eukaryota	8.652738	-3.9148211	Aspergillus sydowii
ncbi103695	Metazoa	Chordata	Lepidosauria	Squamata	Agamidae	Pogona	Pogona vitticeps		Eukaryota	-10.502634	6.153099	Pogona vitticeps
ncbi1037660	Fungi	Basidiomycota	Exobasidiomycetes	Georgefischeriales	Tilletiariaceae	Tilletiaria	Tilletiaria anomala		Eukaryota	2.763203	-1.9201307	Tilletiaria anomala
ncbi103933	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus	Bombus bifarius	Pterygota	Eukaryota	-0.07354399	5.096341	Bombus bifarius
ncbi103944	Metazoa	Chordata	Lepidosauria	Squamata	Viperidae	Protobothrops	Protobothrops mucrosquamatus		Eukaryota	-10.472428	6.1937284	Protobothrops mucrosquamatus
ncbi1041015	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila rhopaloa	Pterygota	Eukaryota	-4.351826	16.27084	Drosophila rhopaloa
ncbi1041607	Fungi	Ascomycota	Saccharomycetes	Phaffomycetales	Wickerhamomycetaceae	Wickerhamomyces	Wickerhamomyces ciferrii		Eukaryota	1.4822489	-1.4380558	Wickerhamomyces ciferrii
ncbi1042133	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium musae	Hypocreomycetidae	Eukaryota	8.409128	-6.5486503	Fusarium musae
ncbi1042311	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma asperellum	Hypocreomycetidae	Eukaryota	5.714797	-3.3861146	Trichoderma asperellum
ncbi1043002	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans	Dothideomycetidae	Eukaryota	7.4347315	-3.9639933	Aureobasidium pullulans
ncbi1043003	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium melanogenum	Dothideomycetidae	Eukaryota	7.283675	-3.777467	Aureobasidium melanogenum
ncbi1043004	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium namibiae	Dothideomycetidae	Eukaryota	7.3327537	-3.9957972	Aureobasidium namibiae
ncbi1043005	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium subglaciale	Dothideomycetidae	Eukaryota	7.5090456	-3.8625174	Aureobasidium subglaciale
ncbi104421	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Camponotus	Camponotus floridanus	Pterygota	Eukaryota	1.2436496	5.7063766	Camponotus floridanus
ncbi104688	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	Bactrocera	Bactrocera oleae	Pterygota	Eukaryota	-2.1985056	15.782058	Bactrocera oleae
ncbi1047088	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Arvicola	Arvicola amphibius		Eukaryota	-2.3925488	15.618818	Arvicola amphibius
ncbi105023	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Nothobranchiidae	Nothobranchius	Nothobranchius furzeri	Neopterygii	Eukaryota	-10.465082	7.609087	Nothobranchius furzeri
ncbi1051616	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium nonalfalfae	Hypocreomycetidae	Eukaryota	8.479976	-6.52626	Verticillium nonalfalfae
ncbi105255	Metazoa	Chordata	Mammalia	Rodentia	Heteromyidae	Dipodomys	Dipodomys spectabilis		Eukaryota	-4.5565605	14.709546	Dipodomys spectabilis
ncbi105785	Metazoa	Arthropoda	Insecta	Blattodea	Kalotermitidae	Cryptotermes	Cryptotermes secundus	Pterygota	Eukaryota	0.7769767	5.891019	Cryptotermes secundus
ncbi105984	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum porosum		Eukaryota	2.7947545	-2.3184068	Apiotrichum porosum
ncbi106335	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	Hibiscus syriacus		Eukaryota	15.356045	10.758428	Hibiscus syriacus
ncbi1064592	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma	Naumovozyma castellii		Eukaryota	0.9277865	0.3530005	Naumovozyma castellii
ncbi106582	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Maylandia	Maylandia zebra	Neopterygii	Eukaryota	-10.217936	8.623236	Maylandia zebra
ncbi106734	Metazoa	Chordata		Testudines	Testudinidae	Chelonoidis	Chelonoidis abingdonii	Testudinata	Eukaryota	3.1881588	5.801538	Chelonoidis abingdonii
ncbi1069201	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus luchuensis	Eurotiomycetidae	Eukaryota	7.557439	-2.8704174	Aspergillus luchuensis
ncbi1069680	Fungi	Ascomycota	Pneumocystomycetes	Pneumocystales	Pneumocystaceae	Pneumocystis	Pneumocystis murina		Eukaryota	0.95012325	0.45460704	Pneumocystis murina
ncbi1071378	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma	Naumovozyma dairenensis		Eukaryota	0.85758555	0.37456983	Naumovozyma dairenensis
ncbi1071380	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Henningerozyma	Henningerozyma blattae		Eukaryota	0.85356975	0.4349793	Henningerozyma blattae
ncbi1071381	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Tetrapisispora	Tetrapisispora phaffii		Eukaryota	0.8633925	0.45605847	Tetrapisispora phaffii
ncbi1071382	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania africana		Eukaryota	0.9001859	0.35163257	Kazachstania africana
ncbi1071383	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Huiozyma	Huiozyma naganishii		Eukaryota	0.8691584	0.41427162	Huiozyma naganishii
ncbi1072389	Fungi	Ascomycota	Leotiomycetes	Helotiales	Drepanopezizaceae	Drepanopeziza	Drepanopeziza brunnea		Eukaryota	7.302465	-4.558788	Drepanopeziza brunnea
ncbi1073089	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus wentii	Eurotiomycetidae	Eukaryota	8.274667	-3.568107	Aspergillus wentii
ncbi1073090	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicilliopsis	Penicilliopsis zonata	Eurotiomycetidae	Eukaryota	7.055962	-3.0906396	Penicilliopsis zonata
ncbi1076696		Evosea		Mastigamoebida	Entamoebidae	Entamoeba	Entamoeba nuttalli		Eukaryota	-1.5545223	1.9849491	Entamoeba nuttalli
ncbi1080233	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zasmidium	Zasmidium cellare	Dothideomycetidae	Eukaryota	7.4784155	-3.983039	Zasmidium cellare
ncbi1080349	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces eubayanus		Eukaryota	0.4103569	1.5667765	Saccharomyces eubayanus
ncbi1081103	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium album	Hypocreomycetidae	Eukaryota	4.141533	-2.218186	Metarhizium album
ncbi1081104	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps fumosorosea	Hypocreomycetidae	Eukaryota	4.11553	-2.2412298	Cordyceps fumosorosea
ncbi108875	Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Herrania	Herrania umbratica		Eukaryota	15.365147	10.553212	Herrania umbratica
ncbi108931	Metazoa	Arthropoda	Insecta	Hemiptera	Delphacidae	Nilaparvata	Nilaparvata lugens	Pterygota	Eukaryota	0.66873986	4.724047	Nilaparvata lugens
ncbi1089451	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium odoratissimum	Hypocreomycetidae	Eukaryota	8.405359	-6.5446854	Fusarium odoratissimum
ncbi109264	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus bombycis	Eurotiomycetidae	Eukaryota	8.596897	-3.6630719	Aspergillus bombycis
ncbi109280	Metazoa	Chordata	Actinopteri	Syngnathiformes	Syngnathidae	Hippocampus	Hippocampus comes	Neopterygii	Eukaryota	-10.461307	7.6086583	Hippocampus comes
ncbi1093141			Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis	Nannochloropsis gaditana		Eukaryota	3.1508718	4.6874166	Nannochloropsis gaditana
ncbi109376	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica oleracea		Eukaryota	16.415344	10.667347	Brassica oleracea
ncbi1093900	Fungi	Ascomycota	Sordariomycetes		Thyridiaceae	Thyridium	Thyridium curvatum		Eukaryota	5.5981593	-3.4836996	Thyridium curvatum
ncbi1094192	Metazoa	Chordata	Aves	Passeriformes	Motacillidae	Motacilla	Motacilla alba		Eukaryota	2.9640427	5.4887686	Motacilla alba
ncbi1094350	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Geosmithia	Geosmithia morbida	Hypocreomycetidae	Eukaryota	7.7309732	-3.2777796	Geosmithia morbida
ncbi109461	Metazoa	Arthropoda	Arachnida	Mesostigmata	Varroidae	Varroa	Varroa destructor	Acari	Eukaryota	-1.4583431	3.4376378	Varroa destructor
ncbi109478	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis brandtii		Eukaryota	-2.487777	15.437113	Myotis brandtii
ncbi1095194	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum karsti	Hypocreomycetidae	Eukaryota	8.178651	-6.0121727	Colletotrichum karsti
ncbi1095630	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha bicolor		Eukaryota	6.3472686	-3.9521894	Hyaloscypha bicolor
ncbi109905	Metazoa	Chordata	Actinopteri	Chaetodontiformes	Chaetodontidae	Chelmon	Chelmon rostratus	Neopterygii	Eukaryota	0.24206859	9.988092	Chelmon rostratus
ncbi110193	Metazoa	Arthropoda	Insecta	Coleoptera	Silphidae	Nicrophorus	Nicrophorus vespilloides	Pterygota	Eukaryota	0.7089466	4.942545	Nicrophorus vespilloides
ncbi110365		Apicomplexa	Conoidasida	Eugregarinorida	Gregarinidae	Gregarina	Gregarina niphandrodes	Gregarinasina	Eukaryota	-1.5058355	2.0331984	Gregarina niphandrodes
ncbi110368	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Bicyclus	Bicyclus anynana	Pterygota	Eukaryota	-0.13294782	8.906514	Bicyclus anynana
ncbi111463	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hirsutella	Hirsutella rhossiliensis	Hypocreomycetidae	Eukaryota	4.0796485	-2.257261	Hirsutella rhossiliensis
ncbi1116229	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	Glarea lozoyensis		Eukaryota	7.2894897	-4.5362034	Glarea lozoyensis
ncbi111838	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	Microtus oregoni		Eukaryota	-1.2573467	8.854398	Microtus oregoni
ncbi1120755		Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium cynomolgi		Eukaryota	-3.4347236	2.8318837	Plasmodium cynomolgi
ncbi112090		Oomycota		Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces astaci		Eukaryota	2.8913977	5.1560388	Aphanomyces astaci
ncbi112416	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Letharia	Letharia columbiana	Lecanoromycetidae	Eukaryota	3.8280656	-2.3556733	Letharia columbiana
ncbi112498	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	Ramularia collo-cygni	Dothideomycetidae	Eukaryota	7.2704825	-3.8665195	Ramularia collo-cygni
ncbi1130832	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides		Eukaryota	2.9203181	-2.298217	Rhodotorula toruloides
ncbi1133968		Apicomplexa	Aconoidasida	Piroplasmida	Babesiidae	Babesia	Babesia microti		Eukaryota	-3.1260839	2.5080717	Babesia microti
ncbi113540	Metazoa	Chordata	Actinopteri	Osteoglossiformes	Osteoglossidae	Scleropages	Scleropages formosus	Neopterygii	Eukaryota	-11.045001	7.8305707	Scleropages formosus
ncbi1136231	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida orthopsilosis		Eukaryota	1.525101	-1.437962	Candida orthopsilosis
ncbi1141098	Fungi	Ascomycota	Sordariomycetes	Xylariales	Pseudomassariaceae	Pseudomassariella	Pseudomassariella vexata	Xylariomycetidae	Eukaryota	8.1088	-5.8751955	Pseudomassariella vexata
ncbi114329	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Neopelma	Neopelma chrysocephalum		Eukaryota	4.306409	5.0208855	Neopelma chrysocephalum
ncbi114398	Metazoa	Arthropoda	Arachnida	Araneae	Theridiidae	Parasteatoda	Parasteatoda tepidariorum		Eukaryota	-1.4774175	3.4304936	Parasteatoda tepidariorum
ncbi115081	Metazoa	Arthropoda	Insecta	Hymenoptera	Halictidae	Megalopta	Megalopta genalis	Pterygota	Eukaryota	0.2783602	5.231819	Megalopta genalis
ncbi1150837	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella exigua	Pleosporomycetidae	Eukaryota	7.415326	-4.6509905	Didymella exigua
ncbi1156394		Oomycota		Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia diclina		Eukaryota	1.1788234	1.95997	Saprolegnia diclina
ncbi1159321	Metazoa	Arthropoda	Insecta	Hymenoptera	Cynipidae	Belonocnema	Belonocnema treatae	Pterygota	Eukaryota	0.87654185	5.371009	Belonocnema treatae
ncbi1159556	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Ustilaginoidea	Ustilaginoidea virens	Hypocreomycetidae	Eukaryota	5.6298504	-3.2867942	Ustilaginoidea virens
ncbi1160497	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus glaucus	Eurotiomycetidae	Eukaryota	7.827414	-3.2656832	Aspergillus glaucus
ncbi116150	Metazoa	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pararge	Pararge aegeria	Pterygota	Eukaryota	-0.062059622	8.820446	Pararge aegeria
ncbi116153	Metazoa	Arthropoda	Insecta	Coleoptera	Nitidulidae	Aethina	Aethina tumida	Pterygota	Eukaryota	-2.3540883	15.687485	Aethina tumida
ncbi116603	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus plorans	Agaricomycetidae	Eukaryota	2.8820505	-3.5713053	Suillus plorans
ncbi1168221	Fungi	Ascomycota	Dothideomycetes			Coniosporium	Coniosporium apollinis		Eukaryota	4.0699854	-2.668575	Coniosporium apollinis
ncbi1168544	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Cucurbitaria	Cucurbitaria berberidis	Pleosporomycetidae	Eukaryota	7.328555	-4.5700345	Cucurbitaria berberidis
ncbi116960	Metazoa	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos		Eukaryota	1.33463	9.308522	Ursus arctos
ncbi1170230	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium digitatum	Eurotiomycetidae	Eukaryota	7.787251	-3.2104962	Penicillium digitatum
ncbi1174677	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella sextelata		Eukaryota	8.107315	-4.1132264	Morchella sextelata
ncbi1176127	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Aplosporellaceae	Aplosporella	Aplosporella prunicola		Eukaryota	7.8790455	-4.1902537	Aplosporella prunicola
ncbi1178016	Fungi	Microsporidia			Unikaryonidae	Encephalitozoon	Encephalitozoon romaleae		Eukaryota	-3.3105962	2.5012586	Encephalitozoon romaleae
ncbi118141	Metazoa	Chordata	Actinopteri	Elopiformes	Megalopidae	Megalops	Megalops cyprinoides	Neopterygii	Eukaryota	0.21924497	9.983808	Megalops cyprinoides
ncbi118200	Metazoa	Chordata	Aves	Piciformes	Picidae	Dryobates	Dryobates pubescens		Eukaryota	-10.393935	6.076282	Dryobates pubescens
ncbi1182541	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia coronata	Chaetothyriomycetidae	Eukaryota	4.062659	-2.757727	Capronia coronata
ncbi1182542	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	Capronia epimyces	Chaetothyriomycetidae	Eukaryota	3.9328854	-2.5683024	Capronia epimyces
ncbi1182543	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora psammophila	Chaetothyriomycetidae	Eukaryota	4.3427444	-2.9686425	Cladophialophora psammophila
ncbi1182544	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora yegresii	Chaetothyriomycetidae	Eukaryota	4.4141173	-3.0263405	Cladophialophora yegresii
ncbi1182545	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala aquamarina	Chaetothyriomycetidae	Eukaryota	4.2720203	-2.8804567	Exophiala aquamarina
ncbi1186058	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	Trichosporon asahii		Eukaryota	2.6606002	-1.9946916	Trichosporon asahii
ncbi1187904	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria burnsii	Pleosporomycetidae	Eukaryota	7.31867	-4.552095	Alternaria burnsii
ncbi118797	Metazoa	Chordata	Mammalia	Artiodactyla	Lipotidae	Lipotes	Lipotes vexillifer		Eukaryota	-6.8367114	14.735435	Lipotes vexillifer
ncbi119488	Metazoa	Chordata	Actinopteri	Centrarchiformes	Sinipercidae	Siniperca	Siniperca chuatsi	Neopterygii	Eukaryota	1.6271534	9.651722	Siniperca chuatsi
ncbi1196081	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces amestolkiae	Eurotiomycetidae	Eukaryota	7.0402718	-3.4438646	Talaromyces amestolkiae
ncbi1196302	Metazoa	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus moneduloides		Eukaryota	3.1670113	4.689303	Corvus moneduloides
ncbi119953	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria atra	Pleosporomycetidae	Eukaryota	7.313466	-4.618689	Alternaria atra
ncbi120017	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago hordei		Eukaryota	1.8242427	1.7555356	Ustilago hordei
ncbi1203425	Metazoa	Chordata	Actinopteri	Labriformes	Labridae	Notolabrus	Notolabrus celidotus	Neopterygii	Eukaryota	-3.2026896	15.207363	Notolabrus celidotus
ncbi120794	Metazoa	Chordata	Aves	Falconiformes	Falconidae	Falco	Falco rusticolus		Eukaryota	3.1649125	5.773666	Falco rusticolus
ncbi1209926	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum orchidophilum	Hypocreomycetidae	Eukaryota	8.177764	-5.971245	Colletotrichum orchidophilum
ncbi1209932	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum scovillei	Hypocreomycetidae	Eukaryota	8.235474	-6.068184	Colletotrichum scovillei
ncbi121224	Metazoa	Arthropoda	Insecta	Phthiraptera	Pediculidae	Pediculus	Pediculus humanus	Pterygota	Eukaryota	0.16562374	4.949868	Pediculus humanus
ncbi121530	Metazoa	Chordata	Aves	Musophagiformes	Musophagidae	Tauraco	Tauraco erythrolophus		Eukaryota	-8.407453	7.45241	Tauraco erythrolophus
ncbi1215731	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum aenigma	Hypocreomycetidae	Eukaryota	8.169625	-5.97997	Colletotrichum aenigma
ncbi121627	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces rugulosus	Eurotiomycetidae	Eukaryota	7.294107	-3.394469	Talaromyces rugulosus
ncbi121845	Metazoa	Arthropoda	Insecta	Hemiptera	Psyllidae	Diaphorina	Diaphorina citri	Pterygota	Eukaryota	-0.18567224	7.784135	Diaphorina citri
ncbi1220188	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tanneri	Eurotiomycetidae	Eukaryota	1.4028357	1.8637947	Aspergillus tanneri
ncbi1220207	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus puulaauensis	Eurotiomycetidae	Eukaryota	8.693219	-3.8988898	Aspergillus puulaauensis
ncbi1220924	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora europaea	Chaetothyriomycetidae	Eukaryota	4.458439	-3.0899107	Cyphellophora europaea
ncbi122368	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	Cercospora beticola	Dothideomycetidae	Eukaryota	7.4221916	-4.116775	Cercospora beticola
ncbi1227346	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium proliferatum	Hypocreomycetidae	Eukaryota	8.406649	-6.528048	Fusarium proliferatum
ncbi1229662	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis fici	Xylariomycetidae	Eukaryota	8.166247	-5.968191	Pestalotiopsis fici
ncbi1230383	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia sympodialis		Eukaryota	0.73399967	0.49070767	Malassezia sympodialis
ncbi1230840	Metazoa	Chordata	Mammalia	Tubulidentata	Orycteropodidae	Orycteropus	Orycteropus afer		Eukaryota	-3.39823	14.05911	Orycteropus afer
ncbi1231522	Fungi	Ascomycota	Pichiomycetes	Serinales	Metschnikowiaceae	Candidozyma	Candidozyma duobushaemuli		Eukaryota	1.4649547	-1.3969791	Candidozyma duobushaemuli
ncbi1232801	Metazoa	Arthropoda	Thecostraca	Balanomorpha	Balanidae	Amphibalanus	Amphibalanus amphitrite	Cirripedia	Eukaryota	0.41135246	4.5339756	Amphibalanus amphitrite
ncbi1234273	Metazoa	Chordata	Actinopteri	Siluriformes	Bagridae	Tachysurus	Tachysurus fulvidraco	Neopterygii	Eukaryota	-10.586211	8.376378	Tachysurus fulvidraco
ncbi1237626		Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium inui		Eukaryota	-3.4555013	2.848244	Plasmodium inui
