0	kingdom	phylum	class	order	family	genus	species	subclass	superkingdom	x	y	species_name
ncbi6956	Metazoa	Arthropoda	Arachnida	Sarcoptiformes	Pyroglyphidae	Dermatophagoides	Dermatophagoides pteronyssinus	Acari	Eukaryota	-1.2988389	3.6620586	Dermatophagoides pteronyssinus
ncbi695850		Oomycota		Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia parasitica		Eukaryota	1.131015	1.9787201	Saprolegnia parasitica
ncbi69820	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera litura	Pterygota	Eukaryota	1.334484	7.137962	Spodoptera litura
ncbi698492	Fungi	Ascomycota				Saitoella	Saitoella complicata		Eukaryota	3.3493948	-2.1068707	Saitoella complicata
ncbi7029	Metazoa	Arthropoda	Insecta	Hemiptera	Aphididae	Acyrthosiphon	Acyrthosiphon pisum	Pterygota	Eukaryota	0.62246037	4.7435827	Acyrthosiphon pisum
ncbi7038	Metazoa	Arthropoda	Insecta	Hemiptera	Aleyrodidae	Bemisia	Bemisia tabaci	Pterygota	Eukaryota	0.80123776	5.410999	Bemisia tabaci
ncbi70448	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus tauri		Eukaryota	-10.369213	8.34476	Ostreococcus tauri
ncbi7048	Metazoa	Arthropoda	Insecta	Coleoptera	Curculionidae	Sitophilus	Sitophilus oryzae	Pterygota	Eukaryota	0.2780102	2.7730012	Sitophilus oryzae
ncbi7054	Metazoa	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis	Pterygota	Eukaryota	0.66355246	4.6864758	Photinus pyralis
ncbi7070	Metazoa	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Tribolium	Tribolium castaneum	Pterygota	Eukaryota	0.57509094	4.622254	Tribolium castaneum
ncbi70779	Metazoa	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	Acropora digitifera	Hexacorallia	Eukaryota	4.2584133	9.113266	Acropora digitifera
ncbi7091	Metazoa	Arthropoda	Insecta	Lepidoptera	Bombycidae	Bombyx	Bombyx mori	Pterygota	Eukaryota	0.1981071	8.367288	Bombyx mori
ncbi7092	Metazoa	Arthropoda	Insecta	Lepidoptera	Bombycidae	Bombyx	Bombyx mandarina	Pterygota	Eukaryota	0.032195732	8.704181	Bombyx mandarina
ncbi7108	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera frugiperda	Pterygota	Eukaryota	0.3951182	8.221048	Spodoptera frugiperda
ncbi7111	Metazoa	Arthropoda	Insecta	Lepidoptera	Noctuidae	Trichoplusia	Trichoplusia ni	Pterygota	Eukaryota	-0.13427567	8.8686495	Trichoplusia ni
ncbi71139	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus grandis		Eukaryota	15.635494	11.034758	Eucalyptus grandis
ncbi7130	Metazoa	Arthropoda	Insecta	Lepidoptera	Sphingidae	Manduca	Manduca sexta	Pterygota	Eukaryota	-0.9656319	15.699913	Manduca sexta
ncbi7137	Metazoa	Arthropoda	Insecta	Lepidoptera	Pyralidae	Galleria	Galleria mellonella	Pterygota	Eukaryota	0.84185046	8.555285	Galleria mellonella
ncbi7159	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Pterygota	Eukaryota	-0.104366235	15.511405	Aedes aegypti
ncbi7160	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Pterygota	Eukaryota	-0.06414572	15.410722	Aedes albopictus
ncbi7167	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles albimanus	Pterygota	Eukaryota	-0.9623875	15.691561	Anopheles albimanus
ncbi7173	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles arabiensis	Pterygota	Eukaryota	-1.0173707	15.724067	Anopheles arabiensis
ncbi7176	Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Pterygota	Eukaryota	-0.41686982	15.57672	Culex quinquefasciatus
ncbi717646	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Baudoinia	Baudoinia panamericana	Dothideomycetidae	Eukaryota	5.204703	-3.186823	Baudoinia panamericana
ncbi717944	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes versicolor		Eukaryota	3.1965666	-3.8045053	Trametes versicolor
ncbi71804		Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	Trypanosoma grayi	Metakinetoplastina	Eukaryota	-1.7155567	1.8247156	Trypanosoma grayi
ncbi72004	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos mutus		Eukaryota	1.1662489	9.012615	Bos mutus
ncbi72036	Metazoa	Arthropoda	Hexanauplia	Siphonostomatoida	Caligidae	Lepeophtheirus	Lepeophtheirus salmonis	Copepoda	Eukaryota	-1.3773109	3.3823504	Lepeophtheirus salmonis
ncbi7209	Metazoa	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Loa	Loa loa		Eukaryota	-1.5823596	3.3781195	Loa loa
ncbi72105	Metazoa	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes umbrosus	Neopterygii	Eukaryota	1.0548726	9.573931	Sebastes umbrosus
ncbi7213	Metazoa	Arthropoda	Insecta	Diptera	Tephritidae	Ceratitis	Ceratitis capitata	Pterygota	Eukaryota	-0.6321456	15.601991	Ceratitis capitata
ncbi7217	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila ananassae	Pterygota	Eukaryota	-0.13817164	15.507171	Drosophila ananassae
ncbi721885	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum		Eukaryota	7.316383	-3.0652478	Stereum hirsutum
ncbi7220	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila erecta	Pterygota	Eukaryota	-4.7669964	16.88601	Drosophila erecta
ncbi7222	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila grimshawi	Pterygota	Eukaryota	-4.683422	16.762037	Drosophila grimshawi
ncbi7224	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila hydei	Pterygota	Eukaryota	-0.06539193	15.485964	Drosophila hydei
ncbi7225	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Scaptodrosophila	Scaptodrosophila lebanonensis	Pterygota	Eukaryota	0.46924272	8.138427	Scaptodrosophila lebanonensis
ncbi7226	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila mauritiana	Pterygota	Eukaryota	-4.7775016	16.872974	Drosophila mauritiana
ncbi7227	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila melanogaster	Pterygota	Eukaryota	-4.7842603	16.920242	Drosophila melanogaster
ncbi7229	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila miranda	Pterygota	Eukaryota	-0.16421181	15.553544	Drosophila miranda
ncbi7230	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila mojavensis	Pterygota	Eukaryota	-0.24536233	15.639802	Drosophila mojavensis
ncbi7232	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila navojoa	Pterygota	Eukaryota	-0.23609176	15.680855	Drosophila navojoa
ncbi7234	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila persimilis	Pterygota	Eukaryota	-0.20252626	15.467792	Drosophila persimilis
ncbi7237	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila pseudoobscura	Pterygota	Eukaryota	-0.17752938	15.527824	Drosophila pseudoobscura
ncbi7238	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila sechellia	Pterygota	Eukaryota	-4.7881546	16.892632	Drosophila sechellia
ncbi7240	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila simulans	Pterygota	Eukaryota	-4.695405	16.840744	Drosophila simulans
ncbi7241	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila subobscura	Pterygota	Eukaryota	-2.0983853	15.76614	Drosophila subobscura
ncbi7243	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila teissieri	Pterygota	Eukaryota	-4.8082027	16.920126	Drosophila teissieri
ncbi7244	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila virilis	Pterygota	Eukaryota	-0.16651413	15.537792	Drosophila virilis
ncbi7245	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila yakuba	Pterygota	Eukaryota	-4.8019686	16.91394	Drosophila yakuba
ncbi7260	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila willistoni	Pterygota	Eukaryota	0.4420244	8.184629	Drosophila willistoni
ncbi7263	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila arizonae	Pterygota	Eukaryota	-0.18257062	15.725645	Drosophila arizonae
ncbi7266	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila guanche	Pterygota	Eukaryota	-0.28918234	15.6856165	Drosophila guanche
ncbi72664	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Eutrema	Eutrema salsugineum		Eukaryota	16.46149	10.63661	Eutrema salsugineum
ncbi7274	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila serrata	Pterygota	Eukaryota	-4.5752263	16.596495	Drosophila serrata
ncbi72781	Metazoa	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	Formica exsecta	Pterygota	Eukaryota	0.8607003	6.160696	Formica exsecta
ncbi7282	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila obscura	Pterygota	Eukaryota	0.47481853	8.131129	Drosophila obscura
ncbi7291	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila albomicans	Pterygota	Eukaryota	-0.12676333	15.565989	Drosophila albomicans
ncbi72917	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron	Erigeron canadensis		Eukaryota	16.086021	11.062202	Erigeron canadensis
ncbi732165	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Dichomitus	Dichomitus squalens		Eukaryota	3.129982	-3.7729752	Dichomitus squalens
ncbi73337	Metazoa	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Ceratotherium	Ceratotherium simum		Eukaryota	-4.3032475	14.639842	Ceratotherium simum
ncbi7370	Metazoa	Arthropoda	Insecta	Diptera	Muscidae	Musca	Musca domestica	Pterygota	Eukaryota	-0.08542477	15.547313	Musca domestica
ncbi7375	Metazoa	Arthropoda	Insecta	Diptera	Calliphoridae	Lucilia	Lucilia cuprina	Pterygota	Eukaryota	-0.043583896	15.49076	Lucilia cuprina
ncbi7396	Metazoa	Arthropoda	Insecta	Diptera	Glossinidae	Glossina	Glossina fuscipes	Pterygota	Eukaryota	0.35426608	8.234812	Glossina fuscipes
ncbi74035	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Arthroderma	Arthroderma uncinatum	Eurotiomycetidae	Eukaryota	3.472631	-2.0394197	Arthroderma uncinatum
ncbi741275	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Punctulariaceae	Punctularia	Punctularia strigosozonata		Eukaryota	7.236852	-3.2160237	Punctularia strigosozonata
ncbi741705	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora puteana	Agaricomycetidae	Eukaryota	2.891235	-3.5812178	Coniophora puteana
ncbi742174	Metazoa	Arthropoda	Insecta	Hemiptera	Aphididae	Melanaphis	Melanaphis sacchari	Pterygota	Eukaryota	0.6429034	4.680883	Melanaphis sacchari
ncbi7425	Metazoa	Arthropoda	Insecta	Hymenoptera	Pteromalidae	Nasonia	Nasonia vitripennis	Pterygota	Eukaryota	0.7336215	4.739177	Nasonia vitripennis
ncbi743375	Metazoa	Arthropoda	Insecta	Hymenoptera	Vespidae	Polistes	Polistes dominula	Pterygota	Eukaryota	0.3676942	5.309062	Polistes dominula
ncbi7446	Metazoa	Arthropoda	Insecta	Hymenoptera	Vespidae	Vespa	Vespa mandarinia	Pterygota	Eukaryota	0.28966403	5.2761574	Vespa mandarinia
ncbi7460	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera	Pterygota	Eukaryota	0.88065827	6.2412686	Apis mellifera
ncbi7461	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis cerana	Pterygota	Eukaryota	-0.09027929	5.0617332	Apis cerana
ncbi7462	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis dorsata	Pterygota	Eukaryota	0.894505	6.202244	Apis dorsata
ncbi7463	Metazoa	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis florea	Pterygota	Eukaryota	1.0385014	6.4265246	Apis florea
ncbi74649	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa chinensis		Eukaryota	15.607344	10.99684	Rosa chinensis
ncbi747089	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis		Eukaryota	-2.746749	2.6714005	Rhizophagus irregularis
ncbi747525	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	Heterobasidion	Heterobasidion irregulare		Eukaryota	3.4615054	-3.9756567	Heterobasidion irregulare
ncbi747676	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora laricis-populina		Eukaryota	15.021721	11.2302885	Melampsora laricis-populina
ncbi748121	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe batatas	Sordariomycetidae	Eukaryota	7.6831045	-5.069018	Diaporthe batatas
ncbi7493	Metazoa	Arthropoda	Insecta	Hymenoptera	Trichogrammatidae	Trichogramma	Trichogramma pretiosum	Pterygota	Eukaryota	-0.22206351	7.965582	Trichogramma pretiosum
ncbi74940	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus tshawytscha	Neopterygii	Eukaryota	0.17538902	8.4419	Oncorhynchus tshawytscha
ncbi7515	Metazoa	Arthropoda	Insecta	Siphonaptera	Pulicidae	Ctenocephalides	Ctenocephalides felis	Pterygota	Eukaryota	-0.2686427	7.8290153	Ctenocephalides felis
ncbi75366	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Sinocyclocheilus	Sinocyclocheilus grahami	Neopterygii	Eukaryota	-10.498071	8.358211	Sinocyclocheilus grahami
ncbi7539	Metazoa	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Leptinotarsa	Leptinotarsa decemlineata	Pterygota	Eukaryota	0.24857888	2.6560652	Leptinotarsa decemlineata
ncbi75553	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus viridinutans	Eurotiomycetidae	Eukaryota	8.528315	-3.7503407	Aspergillus viridinutans
ncbi756982	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia oligospora		Eukaryota	6.1677437	-4.0130305	Orbilia oligospora
ncbi75702	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus	Populus euphratica		Eukaryota	15.366646	10.575273	Populus euphratica
ncbi7574	Metazoa	Brachiopoda	Lingulata	Lingulida	Lingulidae	Lingula	Lingula anatina		Eukaryota	4.6059813	8.825219	Lingula anatina
ncbi759272	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thermochaetoides	Thermochaetoides thermophila	Sordariomycetidae	Eukaryota	5.3086967	-3.6167376	Thermochaetoides thermophila
ncbi759273	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum higginsianum	Hypocreomycetidae	Eukaryota	8.186164	-5.976089	Colletotrichum higginsianum
ncbi7604	Metazoa	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Asterias	Asterias rubens		Eukaryota	3.0272756	5.909979	Asterias rubens
ncbi761204		Oomycota		Peronosporales	Peronosporaceae	Phytophthora	Phytophthora nicotianae		Eukaryota	1.1331273	1.8998069	Phytophthora nicotianae
ncbi76193	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio	Papilio machaon	Pterygota	Eukaryota	-0.07725788	8.900508	Papilio machaon
ncbi76194	Metazoa	Arthropoda	Insecta	Lepidoptera	Papilionidae	Papilio	Papilio polytes	Pterygota	Eukaryota	-2.2571552	15.675461	Papilio polytes
ncbi763406	Fungi	Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Pichia	Pichia membranifaciens		Eukaryota	0.7887082	0.38394362	Pichia membranifaciens
ncbi763407	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	Phycomyces	Phycomyces blakesleeanus		Eukaryota	-2.6507013	2.6949377	Phycomyces blakesleeanus
ncbi764103	Fungi	Basidiomycota	Mixiomycetes	Mixiales	Mixiaceae	Mixia	Mixia osmundae		Eukaryota	-1.9669924	2.4464567	Mixia osmundae
ncbi7654	Metazoa	Echinodermata	Echinoidea	Temnopleuroida	Toxopneustidae	Lytechinus	Lytechinus variegatus	Euechinoidea	Eukaryota	1.4900715	5.78372	Lytechinus variegatus
ncbi7668	Metazoa	Echinodermata	Echinoidea	Camarodonta	Strongylocentrotidae	Strongylocentrotus	Strongylocentrotus purpuratus	Euechinoidea	Eukaryota	1.5383639	5.77967	Strongylocentrotus purpuratus
ncbi76717	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	Lontra	Lontra canadensis		Eukaryota	-4.6361117	14.639963	Lontra canadensis
ncbi76775	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia restricta		Eukaryota	0.7402371	0.52644026	Malassezia restricta
ncbi77020	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia pachydermatis		Eukaryota	0.7771111	0.48608413	Malassezia pachydermatis
ncbi77115	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	Cyprinodon tularosa	Neopterygii	Eukaryota	1.6063937	9.99889	Cyprinodon tularosa
ncbi77166	Metazoa	Arthropoda	Insecta	Coleoptera	Curculionidae	Dendroctonus	Dendroctonus ponderosae	Pterygota	Eukaryota	0.2750617	2.7088096	Dendroctonus ponderosae
ncbi771870	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Sordaria	Sordaria macrospora	Sordariomycetidae	Eukaryota	5.4362693	-3.6261082	Sordaria macrospora
ncbi7719	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	Ciona	Ciona intestinalis		Eukaryota	2.8342793	5.4744773	Ciona intestinalis
ncbi7725	Metazoa	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Styela	Styela clava		Eukaryota	0.67658174	4.6938305	Styela clava
ncbi7739	Metazoa	Chordata	Leptocardii	Amphioxiformes	Branchiostomatidae	Branchiostoma	Branchiostoma floridae		Eukaryota	4.468826	8.939549	Branchiostoma floridae
ncbi7741	Metazoa	Chordata	Leptocardii	Amphioxiformes	Branchiostomatidae	Branchiostoma	Branchiostoma belcheri		Eukaryota	4.527497	8.879502	Branchiostoma belcheri
ncbi77519		Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium gonderi		Eukaryota	-2.680373	2.7000887	Plasmodium gonderi
ncbi7757	Metazoa	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Petromyzon	Petromyzon marinus		Eukaryota	-2.2038643	13.332996	Petromyzon marinus
ncbi7830	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Scyliorhinidae	Scyliorhinus	Scyliorhinus canicula	Elasmobranchii	Eukaryota	1.3669119	10.106	Scyliorhinus canicula
ncbi7868	Metazoa	Chordata	Chondrichthyes	Chimaeriformes	Callorhinchidae	Callorhinchus	Callorhinchus milii	Holocephali	Eukaryota	-3.2910666	13.925476	Callorhinchus milii
ncbi78828	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Phalaenopsis	Phalaenopsis equestris	Petrosaviidae	Eukaryota	15.996074	10.898226	Phalaenopsis equestris
ncbi7897	Metazoa	Chordata		Coelacanthiformes	Coelacanthidae	Latimeria	Latimeria chalumnae		Eukaryota	-10.511067	8.136425	Latimeria chalumnae
ncbi7906	Metazoa	Chordata	Actinopteri	Acipenseriformes	Acipenseridae	Acipenser	Acipenser ruthenus	Chondrostei	Eukaryota	0.1950089	9.8829775	Acipenser ruthenus
ncbi7913	Metazoa	Chordata	Actinopteri	Acipenseriformes	Polyodontidae	Polyodon	Polyodon spathula	Chondrostei	Eukaryota	-1.0489073	8.776591	Polyodon spathula
ncbi7918	Metazoa	Chordata	Actinopteri	Semionotiformes	Lepisosteidae	Lepisosteus	Lepisosteus oculatus	Neopterygii	Eukaryota	-10.666178	7.1992216	Lepisosteus oculatus
ncbi79200	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		Eukaryota	15.803807	11.078197	Daucus carota
ncbi7936	Metazoa	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla	Anguilla anguilla	Neopterygii	Eukaryota	-1.3463852	8.908855	Anguilla anguilla
ncbi7950	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea harengus	Neopterygii	Eukaryota	0.46003532	9.950591	Clupea harengus
ncbi7955	Metazoa	Chordata	Actinopteri	Cypriniformes	Danionidae	Danio	Danio rerio	Neopterygii	Eukaryota	0.20516771	9.87921	Danio rerio
ncbi7957	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Carassius auratus	Neopterygii	Eukaryota	-10.524758	8.20921	Carassius auratus
ncbi796027	Fungi	Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Sugiyamaella	Sugiyamaella lignohabitans		Eukaryota	1.3558481	-1.0518515	Sugiyamaella lignohabitans
ncbi79684	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Microtus	Microtus ochrogaster		Eukaryota	1.2148645	9.5056505	Microtus ochrogaster
ncbi79782	Metazoa	Arthropoda	Insecta	Hemiptera	Cimicidae	Cimex	Cimex lectularius	Pterygota	Eukaryota	0.85733175	8.54456	Cimex lectularius
ncbi7994	Metazoa	Chordata	Actinopteri	Characiformes	Characidae	Astyanax	Astyanax mexicanus	Neopterygii	Eukaryota	-10.144384	7.874051	Astyanax mexicanus
ncbi7998	Metazoa	Chordata	Actinopteri	Siluriformes	Ictaluridae	Ictalurus	Ictalurus punctatus	Neopterygii	Eukaryota	-10.118951	8.618853	Ictalurus punctatus
ncbi8005	Metazoa	Chordata	Actinopteri	Gymnotiformes	Gymnotidae	Electrophorus	Electrophorus electricus	Neopterygii	Eukaryota	0.17942776	8.442785	Electrophorus electricus
ncbi8010	Metazoa	Chordata	Actinopteri	Esociformes	Esocidae	Esox	Esox lucius	Neopterygii	Eukaryota	0.892433	8.591463	Esox lucius
ncbi8018	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus keta	Neopterygii	Eukaryota	-0.14571992	15.538957	Oncorhynchus keta
ncbi8019	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus kisutch	Neopterygii	Eukaryota	-11.092589	7.756436	Oncorhynchus kisutch
ncbi8022	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus mykiss	Neopterygii	Eukaryota	0.1910989	8.38933	Oncorhynchus mykiss
ncbi8023	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus nerka	Neopterygii	Eukaryota	-11.092488	7.8206644	Oncorhynchus nerka
ncbi8030	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	Salmo salar	Neopterygii	Eukaryota	-11.103861	7.8308096	Salmo salar
ncbi8032	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	Salmo trutta	Neopterygii	Eukaryota	-11.0186205	7.878963	Salmo trutta
ncbi8040	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salvelinus	Salvelinus namaycush	Neopterygii	Eukaryota	0.2724208	8.298944	Salvelinus namaycush
ncbi80427	Metazoa	Chordata	Lepidosauria	Squamata	Lacertidae	Lacerta	Lacerta agilis		Eukaryota	2.562849	7.4028125	Lacerta agilis
ncbi8049	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus morhua	Neopterygii	Eukaryota	-10.457382	7.6158223	Gadus morhua
ncbi80765	Metazoa	Arthropoda	Insecta	Hemiptera	Aphididae	Aphis	Aphis gossypii	Pterygota	Eukaryota	0.653144	4.696232	Aphis gossypii
ncbi8078	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Fundulidae	Fundulus	Fundulus heteroclitus	Neopterygii	Eukaryota	1.2659223	9.459665	Fundulus heteroclitus
ncbi8081	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia	Poecilia reticulata	Neopterygii	Eukaryota	-10.145327	8.623282	Poecilia reticulata
ncbi8083	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Xiphophorus	Xiphophorus maculatus	Neopterygii	Eukaryota	-10.216569	7.940973	Xiphophorus maculatus
ncbi8084	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Poeciliidae	Xiphophorus	Xiphophorus hellerii	Neopterygii	Eukaryota	-2.226995	16.233614	Xiphophorus hellerii
ncbi8090	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	Oryzias	Oryzias latipes	Neopterygii	Eukaryota	-10.8495655	8.164799	Oryzias latipes
ncbi80966	Metazoa	Chordata	Actinopteri		Pomacentridae	Acanthochromis	Acanthochromis polyacanthus	Neopterygii	Eukaryota	-10.201414	7.902688	Acanthochromis polyacanthus
ncbi80972	Metazoa	Chordata	Actinopteri		Pomacentridae	Amphiprion	Amphiprion ocellaris	Neopterygii	Eukaryota	-3.2434196	14.531758	Amphiprion ocellaris
ncbi8103	Metazoa	Chordata	Actinopteri	Perciformes	Cyclopteridae	Cyclopterus	Cyclopterus lumpus	Neopterygii	Eukaryota	1.4030987	9.429794	Cyclopterus lumpus
ncbi8128	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Oreochromis	Oreochromis niloticus	Neopterygii	Eukaryota	-10.13958	8.54048	Oreochromis niloticus
ncbi8153	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Haplochromis	Haplochromis burtoni	Neopterygii	Eukaryota	-2.244751	16.246181	Haplochromis burtoni
ncbi8154	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Astatotilapia	Astatotilapia calliptera	Neopterygii	Eukaryota	-10.184831	8.610775	Astatotilapia calliptera
ncbi81572	Metazoa	Chordata	Mammalia	Primates	Hylobatidae	Hylobates	Hylobates moloch		Eukaryota	1.5867348	9.618833	Hylobates moloch
